hpo_id1,hpo_term1,hpo_id2,hpo_term2,similarity_score,inverse_verified_by_llm
HP:0002913,Myoglobinuria,HP:0003359,Decreased urinary sulfate,0.8352,f
HP:0002913,Myoglobinuria,HP:0011935,Decreased urinary urate,0.8274,f
HP:0002913,Myoglobinuria,HP:0012364,Decreased urinary potassium,0.8279,f
HP:0002913,Myoglobinuria,HP:0012365,Hypophosphaturia,0.8515,f
HP:0002913,Myoglobinuria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8470,f
HP:0002913,Myoglobinuria,HP:0012405,Hypocitraturia,0.8586,f
HP:0002913,Myoglobinuria,HP:0012601,Hypochloriduria,0.8783,f
HP:0002913,Myoglobinuria,HP:0012604,Hyponatriuria,0.8732,f
HP:0002913,Myoglobinuria,HP:0012609,Hypomagnesiuria,0.8820,f
HP:0002913,Myoglobinuria,HP:0040426,Decreased urinary hypoxanthine level,0.8423,f
HP:0002913,Myoglobinuria,HP:0045011,Decreased urine bicarbonate concentration,0.8123,f
HP:0002913,Myoglobinuria,HP:0045012,Decreased urinary catecholamine concentration,0.8430,f
HP:0002913,Myoglobinuria,HP:0045035,Decreased urinary copper concentration,0.8402,f
HP:0002913,Myoglobinuria,HP:0410055,Decreased level of erythritol in urine,0.8174,f
HP:0002913,Myoglobinuria,HP:0410060,Decreased level of D-mannose in urine,0.8171,f
HP:0002913,Myoglobinuria,HP:0410314,Decreased urinary 1-methylhistidine,0.8500,f
HP:0002913,Myoglobinuria,HP:0410318,Decreased urinary 3-methylhistidine,0.8476,f
HP:0002914,Hyperchloriduria,HP:0003127,Hypocalciuria,0.9190,f
HP:0002914,Hyperchloriduria,HP:0003359,Decreased urinary sulfate,0.8876,f
HP:0002914,Hyperchloriduria,HP:0011935,Decreased urinary urate,0.8796,f
HP:0002914,Hyperchloriduria,HP:0012364,Decreased urinary potassium,0.8933,f
HP:0002914,Hyperchloriduria,HP:0012365,Hypophosphaturia,0.8964,f
HP:0002914,Hyperchloriduria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8675,f
HP:0002914,Hyperchloriduria,HP:0012405,Hypocitraturia,0.9065,f
HP:0002914,Hyperchloriduria,HP:0012601,Hypochloriduria,0.9725,t
HP:0002914,Hyperchloriduria,HP:0012604,Hyponatriuria,0.9410,f
HP:0002914,Hyperchloriduria,HP:0012609,Hypomagnesiuria,0.9032,f
HP:0002914,Hyperchloriduria,HP:0040426,Decreased urinary hypoxanthine level,0.8894,f
HP:0002914,Hyperchloriduria,HP:0045011,Decreased urine bicarbonate concentration,0.8865,f
HP:0002914,Hyperchloriduria,HP:0045012,Decreased urinary catecholamine concentration,0.8924,f
HP:0002914,Hyperchloriduria,HP:0045035,Decreased urinary copper concentration,0.8825,f
HP:0002914,Hyperchloriduria,HP:0410055,Decreased level of erythritol in urine,0.8393,f
HP:0002914,Hyperchloriduria,HP:0410060,Decreased level of D-mannose in urine,0.8449,f
HP:0002914,Hyperchloriduria,HP:0410314,Decreased urinary 1-methylhistidine,0.8835,f
HP:0002914,Hyperchloriduria,HP:0410318,Decreased urinary 3-methylhistidine,0.8828,f
HP:0002918,Hypermagnesemia,HP:0001882,Leukopenia,0.8800,f
HP:0002918,Hypermagnesemia,HP:0001888,Lymphopenia,0.8856,f
HP:0002918,Hypermagnesemia,HP:0001913,Granulocytopenia,0.8663,f
HP:0002918,Hypermagnesemia,HP:0001943,Hypoglycemia,0.8893,f
HP:0002918,Hypermagnesemia,HP:0001988,Recurrent hypoglycemia,0.8753,f
HP:0002918,Hypermagnesemia,HP:0002148,Hypophosphatemia,0.9073,f
HP:0002918,Hypermagnesemia,HP:0002720,Decreased circulating IgA concentration,0.7879,f
HP:0002918,Hypermagnesemia,HP:0002850,Decreased circulating total IgM,0.7968,f
HP:0002918,Hypermagnesemia,HP:0002900,Hypokalemia,0.8786,f
HP:0002918,Hypermagnesemia,HP:0002901,Hypocalcemia,0.8865,f
HP:0002918,Hypermagnesemia,HP:0002902,Hyponatremia,0.8988,f
HP:0002918,Hypermagnesemia,HP:0002917,Hypomagnesemia,0.9728,t
HP:0002918,Hypermagnesemia,HP:0002920,Decreased circulating ACTH concentration,0.7823,f
HP:0002918,Hypermagnesemia,HP:0003073,Hypoalbuminemia,0.9266,f
HP:0002918,Hypermagnesemia,HP:0003075,Hypoproteinemia,0.9135,f
HP:0002918,Hypermagnesemia,HP:0003113,Hypochloremia,0.8309,f
HP:0002918,Hypermagnesemia,HP:0003146,Hypocholesterolemia,0.8824,f
HP:0002918,Hypermagnesemia,HP:0003233,Decreased HDL cholesterol concentration,0.8312,f
HP:0002918,Hypermagnesemia,HP:0003234,Decreased circulating carnitine concentration,0.8064,f
HP:0002918,Hypermagnesemia,HP:0003292,Decreased serum leptin,0.8009,f
HP:0002918,Hypermagnesemia,HP:0003351,Decreased circulating renin concentration,0.7912,f
HP:0002918,Hypermagnesemia,HP:0003537,Hypouricemia,0.8949,f
HP:0002918,Hypermagnesemia,HP:0003563,Decreased LDL cholesterol concentration,0.8162,f
HP:0002918,Hypermagnesemia,HP:0003572,Low plasma citrulline,0.8394,f
HP:0002918,Hypermagnesemia,HP:0003658,Hypomethioninemia,0.9011,f
HP:0002918,Hypermagnesemia,HP:0004313,Decreased circulating antibody concentration,0.7866,f
HP:0002918,Hypermagnesemia,HP:0004315,Decreased circulating IgG concentration,0.8006,f
HP:0002918,Hypermagnesemia,HP:0004319,Decreased circulating aldosterone concentration,0.8233,f
HP:0002918,Hypermagnesemia,HP:0005479,Decreased circulating IgE concentration,0.7739,f
HP:0002918,Hypermagnesemia,HP:0005510,Transient erythroblastopenia,0.8673,f
HP:0002918,Hypermagnesemia,HP:0005961,Hypoargininemia,0.9188,f
HP:0002918,Hypermagnesemia,HP:0008163,Decreased circulating cortisol level,0.8166,f
HP:0002918,Hypermagnesemia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.8207,f
HP:0002918,Hypermagnesemia,HP:0010981,Hypolipoproteinemia,0.9187,f
HP:0002918,Hypermagnesemia,HP:0011967,Decreased circulating copper concentration,0.7864,f
HP:0002918,Hypermagnesemia,HP:0012052,Low serum calcitriol,0.8270,f
HP:0002918,Hypermagnesemia,HP:0012053,Decreased circulating calcifediol concentration,0.8060,f
HP:0002918,Hypermagnesemia,HP:0012101,Decreased serum creatinine,0.7677,f
HP:0002918,Hypermagnesemia,HP:0012153,Hypotriglyceridemia,0.8818,f
HP:0002918,Hypermagnesemia,HP:0012277,Hypoglycinemia,0.9180,f
HP:0002918,Hypermagnesemia,HP:0012279,Hyposerinemia,0.9197,f
HP:0002918,Hypermagnesemia,HP:0012417,Hypocapnia,0.8329,f
HP:0002918,Hypermagnesemia,HP:0012418,Hypoxemia,0.8237,f
HP:0002918,Hypermagnesemia,HP:0020222,Hypohomocysteinemia,0.8799,f
HP:0002918,Hypermagnesemia,HP:0030339,Decreased circulating gonadotropin concentration,0.8207,f
HP:0002918,Hypermagnesemia,HP:0030344,Decreased circulating luteinizing hormone level,0.8473,f
HP:0002918,Hypermagnesemia,HP:0030349,Decreased circulating androgen concentration,0.8036,f
HP:0002918,Hypermagnesemia,HP:0030689,Decreased glucagon level,0.8073,f
HP:0002918,Hypermagnesemia,HP:0030985,Decreased serum bile acid concentration,0.8137,f
HP:0002918,Hypermagnesemia,HP:0031242,Decreased circulating chylomicron concentration,0.7971,f
HP:0002918,Hypermagnesemia,HP:0031243,Decreased VLDL cholesterol concentration,0.8222,f
HP:0002918,Hypermagnesemia,HP:0031794,Decreased circulating glycerol level,0.7828,f
HP:0002918,Hypermagnesemia,HP:0031891,Decreased eosinophil count,0.8152,f
HP:0002918,Hypermagnesemia,HP:0031969,Reduced blood urea nitrogen,0.7934,f
HP:0002918,Hypermagnesemia,HP:0032098,Hypomanganesemia,0.9311,f
HP:0002918,Hypermagnesemia,HP:0032210,Decreased circulating free T3,0.8013,f
HP:0002918,Hypermagnesemia,HP:0032363,Decreased circulating corticosterone level,0.8155,f
HP:0002918,Hypermagnesemia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8184,f
HP:0002918,Hypermagnesemia,HP:0033480,Hypobilirubinemia,0.9090,f
HP:0002918,Hypermagnesemia,HP:0034203,Decreased iduronate sulfatase level,0.8078,f
HP:0002918,Hypermagnesemia,HP:0034292,Reduced circulating creatine concentration,0.7916,f
HP:0002918,Hypermagnesemia,HP:0034441,Decreased circulating aspartic acid concentration,0.7971,f
HP:0002918,Hypermagnesemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.8169,f
HP:0002918,Hypermagnesemia,HP:0034870,Reduced circulating urocanic acid concentration,0.8051,f
HP:0002918,Hypermagnesemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8243,f
HP:0002918,Hypermagnesemia,HP:0034938,Decreased circulating sialic acid concentration,0.8183,f
HP:0002918,Hypermagnesemia,HP:0040171,Decreased serum testosterone concentration,0.8140,f
HP:0002918,Hypermagnesemia,HP:0040216,Hypoinsulinemia,0.9191,f
HP:0002918,Hypermagnesemia,HP:0045014,Hypolipidemia,0.9240,f
HP:0002918,Hypermagnesemia,HP:0100493,Hypoammonemia,0.8997,f
HP:0002918,Hypermagnesemia,HP:0100507,Reduced blood folate concentration,0.8096,f
HP:0002918,Hypermagnesemia,HP:0410179,Decreased glucose-6-phosphate dehydrogenase level in blood,0.8272,f
HP:0002918,Hypermagnesemia,HP:0410245,Decreased circulating IgD concentration,0.7970,f
HP:0002918,Hypermagnesemia,HP:0410289,Hypoamylasemia,0.9170,f
HP:0002918,Hypermagnesemia,HP:0410343,Decreased circulating heparan sulfate level,0.8007,f
HP:0002918,Hypermagnesemia,HP:0430073,Decreased circulating beta-carotene concentration,0.8213,f
HP:0002918,Hypermagnesemia,HP:0500132,Hypovalinemia,0.9006,f
HP:0002918,Hypermagnesemia,HP:0500133,Hypotyrosinemia,0.9087,f
HP:0002918,Hypermagnesemia,HP:0500135,Hypotryptophanemia,0.8684,f
HP:0002918,Hypermagnesemia,HP:0500136,Hypothreoninemia,0.9143,f
HP:0002918,Hypermagnesemia,HP:0500139,Hypoprolinemia,0.9219,f
HP:0002918,Hypermagnesemia,HP:0500140,Decreased circulating hydroxyproline concentration,0.7945,f
HP:0002918,Hypermagnesemia,HP:0500141,Hypophenylalaninemia,0.8951,f
HP:0002918,Hypermagnesemia,HP:0500142,Hypolysinemia,0.9158,f
HP:0002918,Hypermagnesemia,HP:0500143,Hypoleucinemia,0.9124,f
HP:0002918,Hypermagnesemia,HP:0500144,Hypoisoleucinemia,0.8982,f
HP:0002918,Hypermagnesemia,HP:0500145,Hypohistidinemia,0.9240,f
HP:0002918,Hypermagnesemia,HP:0500147,Hypoglutaminemia,0.9244,f
HP:0002918,Hypermagnesemia,HP:0500150,Hypoglutamatemia,0.9081,f
HP:0002918,Hypermagnesemia,HP:0500152,Hypocystinemia,0.9145,f
HP:0002918,Hypermagnesemia,HP:0500154,Hypoalaninemia,0.9248,f
HP:0002918,Hypermagnesemia,HP:0500157,Hypoasparaginemia,0.9117,f
HP:0002918,Hypermagnesemia,HP:0500162,Decreased circulating carnosine concentration,0.7997,f
HP:0002918,Hypermagnesemia,HP:0500163,Hypoornithinemia,0.9209,f
HP:0002918,Hypermagnesemia,HP:0500182,Hypotaurinemia,0.9144,f
HP:0002919,Ketonuria,HP:0003127,Hypocalciuria,0.8826,f
HP:0002919,Ketonuria,HP:0003359,Decreased urinary sulfate,0.8604,f
HP:0002919,Ketonuria,HP:0011935,Decreased urinary urate,0.8637,f
HP:0002919,Ketonuria,HP:0012364,Decreased urinary potassium,0.8672,f
HP:0002919,Ketonuria,HP:0012365,Hypophosphaturia,0.8649,f
HP:0002919,Ketonuria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8429,f
HP:0002919,Ketonuria,HP:0012405,Hypocitraturia,0.8774,f
HP:0002919,Ketonuria,HP:0012601,Hypochloriduria,0.8959,f
HP:0002919,Ketonuria,HP:0012604,Hyponatriuria,0.9041,f
HP:0002919,Ketonuria,HP:0012609,Hypomagnesiuria,0.8704,f
HP:0002919,Ketonuria,HP:0040426,Decreased urinary hypoxanthine level,0.8480,f
HP:0002919,Ketonuria,HP:0045011,Decreased urine bicarbonate concentration,0.8477,f
HP:0002919,Ketonuria,HP:0045012,Decreased urinary catecholamine concentration,0.8420,f
HP:0002919,Ketonuria,HP:0045035,Decreased urinary copper concentration,0.8483,f
HP:0002919,Ketonuria,HP:0410055,Decreased level of erythritol in urine,0.8081,f
HP:0002919,Ketonuria,HP:0410060,Decreased level of D-mannose in urine,0.8267,f
HP:0002919,Ketonuria,HP:0410314,Decreased urinary 1-methylhistidine,0.8479,f
HP:0002919,Ketonuria,HP:0410318,Decreased urinary 3-methylhistidine,0.8475,f
HP:0002922,Increased CSF protein concentration,HP:0012446,Decreased CSF 5-methyltetrahydrofolate concentration,0.8781,f
HP:0002922,Increased CSF protein concentration,HP:0012656,Reduced CSF dopamine concentration,0.9310,f
HP:0002922,Increased CSF protein concentration,HP:0025457,Decreased CSF protein concentration,0.9948,t
HP:0002922,Increased CSF protein concentration,HP:0025458,Decreased CSF albumin concentration,0.9664,f
HP:0002922,Increased CSF protein concentration,HP:0030086,Reduced CSF lactate,0.9018,f
HP:0002922,Increased CSF protein concentration,HP:0040205,Decreased CSF neopterin level,0.9195,f
HP:0002922,Increased CSF protein concentration,HP:0040209,Decreased CSF biopterin level,0.9244,f
HP:0002922,Increased CSF protein concentration,HP:0410056,Decreased CSF erythritol concentration,0.9213,f
HP:0002922,Increased CSF protein concentration,HP:0410209,Folate deficiency in CSF,0.8740,f
HP:0002922,Increased CSF protein concentration,HP:0500188,Decreased CSF valine concentration,0.9202,f
HP:0002922,Increased CSF protein concentration,HP:0500190,Decreased CSF leucine concentration,0.9416,f
HP:0002922,Increased CSF protein concentration,HP:0500194,Decreased CSF isoleucine concentration,0.9336,f
HP:0002922,Increased CSF protein concentration,HP:0500198,Decreased CSF glutamine concentration,0.9420,f
HP:0002922,Increased CSF protein concentration,HP:0500201,Decreased CSF glutamate concentration,0.9304,f
HP:0002922,Increased CSF protein concentration,HP:0500204,Decreased CSF arginine concentration,0.9330,f
HP:0002922,Increased CSF protein concentration,HP:0500207,Decreased CSF lysine concentration,0.9445,f
HP:0002922,Increased CSF protein concentration,HP:0500213,Decreased CSF threonine concentration,0.8970,f
HP:0002922,Increased CSF protein concentration,HP:0500221,Decreased CSF tyrosine concentration,0.9314,f
HP:0002922,Increased CSF protein concentration,HP:0500224,Decreased CSF phenylalanine concentration,0.9212,f
HP:0002922,Increased CSF protein concentration,HP:0500228,Decreased CSF serine concentration,0.9509,f
HP:0002922,Increased CSF protein concentration,HP:0500234,Decreased CSF alanine concentration,0.9436,f
HP:0002922,Increased CSF protein concentration,HP:0500237,Decreased CSF histidine concentration,0.9321,f
HP:0002927,Histidinuria,HP:0003127,Hypocalciuria,0.8574,f
HP:0002927,Histidinuria,HP:0003359,Decreased urinary sulfate,0.8413,f
HP:0002927,Histidinuria,HP:0011935,Decreased urinary urate,0.8407,f
HP:0002927,Histidinuria,HP:0012364,Decreased urinary potassium,0.8357,f
HP:0002927,Histidinuria,HP:0012365,Hypophosphaturia,0.8692,f
HP:0002927,Histidinuria,HP:0012403,Decreased urine alpha-ketoglutarate concentration,0.8156,f
HP:0002927,Histidinuria,HP:0012405,Hypocitraturia,0.8808,f
HP:0002927,Histidinuria,HP:0012601,Hypochloriduria,0.8830,f
HP:0002927,Histidinuria,HP:0012604,Hyponatriuria,0.8780,f
HP:0002927,Histidinuria,HP:0012609,Hypomagnesiuria,0.8780,f
HP:0002927,Histidinuria,HP:0040426,Decreased urinary hypoxanthine level,0.8441,f
HP:0002927,Histidinuria,HP:0045011,Decreased urine bicarbonate concentration,0.8109,f
HP:0002927,Histidinuria,HP:0045012,Decreased urinary catecholamine concentration,0.8390,f
HP:0002927,Histidinuria,HP:0045035,Decreased urinary copper concentration,0.8367,f
HP:0002927,Histidinuria,HP:0410055,Decreased level of erythritol in urine,0.8012,f
HP:0002927,Histidinuria,HP:0410060,Decreased level of D-mannose in urine,0.8080,f
HP:0002927,Histidinuria,HP:0410314,Decreased urinary 1-methylhistidine,0.8805,f
HP:0002927,Histidinuria,HP:0410318,Decreased urinary 3-methylhistidine,0.8800,f
HP:0002945,Intervertebral space narrowing,HP:0030320,Increased intervertebral space,0.9532,t
HP:0002946,Supernumerary vertebrae,HP:0030305,Decreased number of vertebrae,0.9202,t
HP:0003072,Hypercalcemia,HP:0001882,Leukopenia,0.8719,f
HP:0003072,Hypercalcemia,HP:0001888,Lymphopenia,0.8610,f
HP:0003072,Hypercalcemia,HP:0001913,Granulocytopenia,0.8465,f
HP:0003072,Hypercalcemia,HP:0001943,Hypoglycemia,0.9298,f
HP:0003072,Hypercalcemia,HP:0001988,Recurrent hypoglycemia,0.9038,f
HP:0003072,Hypercalcemia,HP:0002148,Hypophosphatemia,0.9073,f
HP:0003072,Hypercalcemia,HP:0002720,Decreased circulating IgA concentration,0.7849,f
HP:0003072,Hypercalcemia,HP:0002850,Decreased circulating total IgM,0.7851,f
HP:0003072,Hypercalcemia,HP:0002900,Hypokalemia,0.9046,f
HP:0003072,Hypercalcemia,HP:0002901,Hypocalcemia,0.9554,t
HP:0003072,Hypercalcemia,HP:0002902,Hyponatremia,0.9284,f
HP:0003072,Hypercalcemia,HP:0002917,Hypomagnesemia,0.8780,f
HP:0003072,Hypercalcemia,HP:0002920,Decreased circulating ACTH concentration,0.7865,f
HP:0003072,Hypercalcemia,HP:0003073,Hypoalbuminemia,0.8975,f
HP:0003072,Hypercalcemia,HP:0003075,Hypoproteinemia,0.8852,f
HP:0003072,Hypercalcemia,HP:0003113,Hypochloremia,0.8590,f
HP:0003072,Hypercalcemia,HP:0003146,Hypocholesterolemia,0.8887,f
HP:0003072,Hypercalcemia,HP:0003233,Decreased HDL cholesterol concentration,0.8572,f
HP:0003072,Hypercalcemia,HP:0003234,Decreased circulating carnitine concentration,0.8091,f
HP:0003072,Hypercalcemia,HP:0003292,Decreased serum leptin,0.8227,f
HP:0003072,Hypercalcemia,HP:0003351,Decreased circulating renin concentration,0.7889,f
HP:0003072,Hypercalcemia,HP:0003537,Hypouricemia,0.9432,f
HP:0003072,Hypercalcemia,HP:0003563,Decreased LDL cholesterol concentration,0.8324,f
HP:0003072,Hypercalcemia,HP:0003572,Low plasma citrulline,0.8538,f
HP:0003072,Hypercalcemia,HP:0003658,Hypomethioninemia,0.8772,f
HP:0003072,Hypercalcemia,HP:0004313,Decreased circulating antibody concentration,0.7817,f
HP:0003072,Hypercalcemia,HP:0004315,Decreased circulating IgG concentration,0.7788,f
HP:0003072,Hypercalcemia,HP:0004319,Decreased circulating aldosterone concentration,0.8247,f
HP:0003072,Hypercalcemia,HP:0005479,Decreased circulating IgE concentration,0.7751,f
HP:0003072,Hypercalcemia,HP:0005510,Transient erythroblastopenia,0.8248,f
HP:0003072,Hypercalcemia,HP:0005961,Hypoargininemia,0.9176,f
HP:0003072,Hypercalcemia,HP:0008163,Decreased circulating cortisol level,0.8258,f
HP:0003072,Hypercalcemia,HP:0010837,Decreased circulating ceruloplasmin concentration,0.7867,f
HP:0003072,Hypercalcemia,HP:0010981,Hypolipoproteinemia,0.8723,f
HP:0003072,Hypercalcemia,HP:0011967,Decreased circulating copper concentration,0.7874,f
HP:0003072,Hypercalcemia,HP:0012052,Low serum calcitriol,0.8858,f
HP:0003072,Hypercalcemia,HP:0012053,Decreased circulating calcifediol concentration,0.8118,f
HP:0003072,Hypercalcemia,HP:0012101,Decreased serum creatinine,0.8166,f
HP:0003072,Hypercalcemia,HP:0012153,Hypotriglyceridemia,0.8917,f
HP:0003072,Hypercalcemia,HP:0012277,Hypoglycinemia,0.9357,f
HP:0003072,Hypercalcemia,HP:0012279,Hyposerinemia,0.9148,f
HP:0003072,Hypercalcemia,HP:0012417,Hypocapnia,0.8432,f
HP:0003072,Hypercalcemia,HP:0012418,Hypoxemia,0.8671,f
HP:0003072,Hypercalcemia,HP:0020222,Hypohomocysteinemia,0.8479,f
HP:0003072,Hypercalcemia,HP:0030339,Decreased circulating gonadotropin concentration,0.7975,f
HP:0003072,Hypercalcemia,HP:0030344,Decreased circulating luteinizing hormone level,0.8099,f
HP:0003072,Hypercalcemia,HP:0030349,Decreased circulating androgen concentration,0.7919,f
HP:0003072,Hypercalcemia,HP:0030689,Decreased glucagon level,0.8214,f
HP:0003072,Hypercalcemia,HP:0030985,Decreased serum bile acid concentration,0.8480,f
HP:0003072,Hypercalcemia,HP:0031242,Decreased circulating chylomicron concentration,0.7939,f
HP:0003072,Hypercalcemia,HP:0031243,Decreased VLDL cholesterol concentration,0.8275,f
HP:0003072,Hypercalcemia,HP:0031794,Decreased circulating glycerol level,0.8167,f
HP:0003072,Hypercalcemia,HP:0031891,Decreased eosinophil count,0.8143,f
HP:0003072,Hypercalcemia,HP:0031969,Reduced blood urea nitrogen,0.8229,f
HP:0003072,Hypercalcemia,HP:0032098,Hypomanganesemia,0.8946,f
HP:0003072,Hypercalcemia,HP:0032210,Decreased circulating free T3,0.8000,f
HP:0003072,Hypercalcemia,HP:0032363,Decreased circulating corticosterone level,0.8140,f
HP:0003072,Hypercalcemia,HP:0033445,Reduced circulating acylcarnitine concentration,0.8138,f
HP:0003072,Hypercalcemia,HP:0033480,Hypobilirubinemia,0.8904,f
HP:0003072,Hypercalcemia,HP:0034203,Decreased iduronate sulfatase level,0.8054,f
HP:0003072,Hypercalcemia,HP:0034292,Reduced circulating creatine concentration,0.8179,f
HP:0003072,Hypercalcemia,HP:0034441,Decreased circulating aspartic acid concentration,0.8032,f
HP:0003072,Hypercalcemia,HP:0034869,Reduced erythrocyte free porphyrin concentration,0.7882,f
HP:0003072,Hypercalcemia,HP:0034870,Reduced circulating urocanic acid concentration,0.8125,f
HP:0003072,Hypercalcemia,HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,0.8291,f
