hpo_id1,hpo_term1,hpo_id2,hpo_term2,inverse_verified_by_llm_openai,inverse_verified_by_llm_aws,inverse_verified_by_llm_deepseek,inverse_verified_by_llm_together,inverse_verified_by_llm_google,inverse_verified_by_llm_xai
HP:0100210,small epiphysis of the distal phalanx of the 5th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100210,small epiphysis of the distal phalanx of the 5th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,no
HP:0100119,small epiphysis of the middle phalanx of the 2nd toe,HP:0010580,enlarged epiphyses,no,no,no,no,no,yes
HP:0100119,small epiphysis of the middle phalanx of the 2nd toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100119,small epiphysis of the middle phalanx of the 2nd toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,yes
HP:0100221,small epiphysis of the middle phalanx of the 5th toe,HP:0010580,enlarged epiphyses,no,no,no,yes,no,no
HP:0100221,small epiphysis of the middle phalanx of the 5th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100221,small epiphysis of the middle phalanx of the 5th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,yes
HP:0100143,small epiphysis of the distal phalanx of the 3rd toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100143,small epiphysis of the distal phalanx of the 3rd toe,HP:0100058,enlarged epiphyses of the 3rd toe,no,no,no,yes,yes,yes
HP:0100143,small epiphysis of the distal phalanx of the 3rd toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0100177,small epiphysis of the distal phalanx of the 4th toe,HP:0010580,enlarged epiphyses,no,no,no,no,no,yes
HP:0100177,small epiphysis of the distal phalanx of the 4th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100177,small epiphysis of the distal phalanx of the 4th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,yes
HP:0100063,small epiphyses of the 3rd toe,HP:0100047,enlarged epiphyses of the 2nd toe,no,yes,no,no,no,no
HP:0100063,small epiphyses of the 3rd toe,HP:0010580,enlarged epiphyses,no,no,no,yes,no,no
HP:0100063,small epiphyses of the 3rd toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100063,small epiphyses of the 3rd toe,HP:0100160,enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0100063,small epiphyses of the 3rd toe,HP:0100103,enlarged epiphysis of the distal phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0100063,small epiphyses of the 3rd toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,yes
HP:0100063,small epiphyses of the 3rd toe,HP:0100138,enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,yes
HP:0100188,small epiphysis of the middle phalanx of the 4th toe,HP:0100069,enlarged epiphyses of the 4th toe,no,no,no,yes,yes,yes
HP:0100188,small epiphysis of the middle phalanx of the 4th toe,HP:0010580,enlarged epiphyses,no,no,no,yes,no,no
HP:0100188,small epiphysis of the middle phalanx of the 4th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100188,small epiphysis of the middle phalanx of the 4th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,yes,no,yes
HP:0010121,small epiphyses of the hallux,HP:0003371,enlargement of the proximal femoral epiphysis,no,no,no,yes,no,no
HP:0010121,small epiphyses of the hallux,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0010121,small epiphyses of the hallux,HP:0010152,enlarged epiphysis of the 1st metatarsal,no,no,yes,no,no,no
HP:0010121,small epiphyses of the hallux,HP:0100114,enlarged epiphysis of the middle phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0100232,small epiphysis of the proximal phalanx of the 5th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100232,small epiphysis of the proximal phalanx of the 5th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0100052,small epiphyses of the 2nd toe,HP:0100149,enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0100052,small epiphyses of the 2nd toe,HP:0003371,enlargement of the proximal femoral epiphysis,no,no,no,yes,no,no
HP:0100052,small epiphyses of the 2nd toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100052,small epiphyses of the 2nd toe,HP:0100160,enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0100052,small epiphyses of the 2nd toe,HP:0010165,enlarged epiphyses of the toes,no,yes,no,yes,yes,yes
HP:0100052,small epiphyses of the 2nd toe,HP:0006134,enlarged metacarpal epiphyses,no,no,no,yes,no,no
HP:0100052,small epiphyses of the 2nd toe,HP:0100138,enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100069,enlarged epiphyses of the 4th toe,yes,no,no,yes,yes,yes
HP:0010170,small epiphyses of the toes,HP:0100149,enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100047,enlarged epiphyses of the 2nd toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100183,enlarged epiphysis of the middle phalanx of the 4th toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100172,enlarged epiphysis of the distal phalanx of the 4th toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0003371,enlargement of the proximal femoral epiphysis,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0009349,enlarged epiphysis of the proximal phalanx of the 3rd finger,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0010141,enlarged epiphysis of the distal phalanx of the hallux,no,no,no,yes,no,yes
HP:0010170,small epiphyses of the toes,HP:0100194,enlarged epiphysis of the proximal phalanx of the 4th toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100125,enlarged epiphysis of the proximal phalanx of the 2nd toe,no,no,no,yes,no,yes
HP:0010170,small epiphyses of the toes,HP:0010116,enlarged epiphyses of the hallux,no,yes,no,no,no,no
HP:0010170,small epiphyses of the toes,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0010170,small epiphyses of the toes,HP:0100160,enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,yes
HP:0010170,small epiphyses of the toes,HP:0100103,enlarged epiphysis of the distal phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100114,enlarged epiphysis of the middle phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0010130,enlarged epiphysis of the proximal phalanx of the hallux,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0006134,enlarged metacarpal epiphyses,no,no,no,yes,no,no
HP:0010170,small epiphyses of the toes,HP:0100138,enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0010135,small epiphysis of the proximal phalanx of the hallux,HP:0010580,enlarged epiphyses,no,no,no,yes,no,yes
HP:0010135,small epiphysis of the proximal phalanx of the hallux,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0010135,small epiphysis of the proximal phalanx of the hallux,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0100130,small epiphysis of the proximal phalanx of the 2nd toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100130,small epiphysis of the proximal phalanx of the 2nd toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0010146,small epiphysis of the distal phalanx of the hallux,HP:0010580,enlarged epiphyses,no,no,no,yes,no,no
HP:0010146,small epiphysis of the distal phalanx of the hallux,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0100085,small epiphyses of the 5th toe,HP:0100149,enlarged epiphysis of the middle phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0010580,enlarged epiphyses,no,no,no,yes,no,yes
HP:0100085,small epiphyses of the 5th toe,HP:0100125,enlarged epiphysis of the proximal phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0003013,bulging epiphyses,no,no,no,no,no,yes
HP:0100085,small epiphyses of the 5th toe,HP:0100160,enlarged epiphysis of the proximal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0100103,enlarged epiphysis of the distal phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0010165,enlarged epiphyses of the toes,no,no,no,no,no,yes
HP:0100085,small epiphyses of the 5th toe,HP:0100114,enlarged epiphysis of the middle phalanx of the 2nd toe,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0006134,enlarged metacarpal epiphyses,no,no,no,yes,no,no
HP:0100085,small epiphyses of the 5th toe,HP:0100138,enlarged epiphysis of the distal phalanx of the 3rd toe,no,no,no,yes,no,no
HP:0011924,decreased activity of mitochondrial complex iii,HP:0040015,increased activity of mitochondrial respiratory chain,no,no,yes,yes,no,no
HP:0011923,decreased activity of mitochondrial complex i,HP:0040015,increased activity of mitochondrial respiratory chain,no,no,no,yes,no,no
HP:0008314,decreased activity of mitochondrial complex ii,HP:0040015,increased activity of mitochondrial respiratory chain,no,no,yes,yes,no,no
HP:0008347,decreased activity of mitochondrial complex iv,HP:0040015,increased activity of mitochondrial respiratory chain,no,no,no,yes,no,no
HP:6000437,reduced circulating stearoylcarnitine concentration,HP:0035021,elevated circulating c16 acylcarnitine concentration,yes,no,no,no,no,no
HP:6000437,reduced circulating stearoylcarnitine concentration,HP:0035020,elevated circulating c18 acylcarnitine concentration,yes,no,no,yes,yes,yes
HP:0035033,reduced circulating octadecenoylcarnitine concentration,HP:0033462,elevated circulating oleylcarnitine concentration,yes,no,no,yes,yes,yes
HP:0035033,reduced circulating octadecenoylcarnitine concentration,HP:0033440,elevated circulating octenoylcarnitine concentration,yes,yes,no,no,no,no
HP:0035033,reduced circulating octadecenoylcarnitine concentration,HP:0035020,elevated circulating c18 acylcarnitine concentration,yes,no,yes,yes,yes,yes
HP:0035033,reduced circulating octadecenoylcarnitine concentration,HP:0033484,elevated circulating linoleylcarnitine concentration,no,no,no,yes,no,no
HP:0035032,reduced circulating acetylcarnitine concentration,HP:0045045,elevated circulating acylcarnitine concentration,no,yes,no,no,no,no
HP:0035032,reduced circulating acetylcarnitine concentration,HP:0035016,elevated circulating c4 acylcarnitine concentration,yes,no,no,no,no,no
HP:0033445,reduced circulating acylcarnitine concentration,HP:0035018,elevated circulating long-chain acylcarnitine concentration,yes,no,no,no,no,no
HP:0033445,reduced circulating acylcarnitine concentration,HP:6000273,elevated circulating decanoylcarnitine concentration,yes,no,no,no,no,no
HP:0007182,peripheral hypomyelination,HP:0030175,myelin tomacula,yes,no,no,no,no,yes
HP:0007182,peripheral hypomyelination,HP:0030174,increased peripheral myelin thickness,yes,yes,no,yes,yes,yes
HP:0006127,long proximal phalanx of finger,HP:0009459,short proximal phalanx of the 3rd finger,yes,yes,yes,yes,no,no
HP:0006127,long proximal phalanx of finger,HP:0009638,short proximal phalanx of thumb,no,no,yes,no,no,no
HP:0006127,long proximal phalanx of finger,HP:0006144,shortening of all proximal phalanges of the fingers,yes,no,no,yes,yes,yes
HP:0006127,long proximal phalanx of finger,HP:0009301,short proximal phalanx of the 4th finger,yes,yes,yes,no,no,no
HP:0006127,long proximal phalanx of finger,HP:0009226,short proximal phalanx of the 5th finger,no,yes,yes,no,no,no
HP:0006127,long proximal phalanx of finger,HP:0009597,short proximal phalanx of the 2nd finger,yes,yes,yes,yes,no,no
HP:0006127,long proximal phalanx of finger,HP:0009803,short phalanx of finger,yes,yes,no,yes,no,no
HP:0006155,long phalanx of finger,HP:0004227,short distal phalanx of the 5th finger,no,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0010241,short proximal phalanx of finger,yes,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009566,short distal phalanx of the 2nd finger,yes,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0006144,shortening of all proximal phalanges of the fingers,no,yes,no,yes,yes,yes
HP:0006155,long phalanx of finger,HP:0009439,short middle phalanx of the 3rd finger,yes,no,no,no,no,no
HP:0006155,long phalanx of finger,HP:0004180,short distal phalanx of the 3rd finger,yes,no,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009301,short proximal phalanx of the 4th finger,no,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009295,short middle phalanx of the 4th finger,yes,no,no,no,no,no
HP:0006155,long phalanx of finger,HP:0006110,shortening of all middle phalanges of the fingers,no,no,no,yes,yes,yes
HP:0006155,long phalanx of finger,HP:0006118,shortening of all distal phalanges of the fingers,yes,no,no,yes,yes,yes
HP:0006155,long phalanx of finger,HP:0005819,short middle phalanx of finger,yes,yes,yes,no,no,no
HP:0006155,long phalanx of finger,HP:0006045,short pointed phalanges,yes,no,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009290,short distal phalanx of the 4th finger,yes,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009226,short proximal phalanx of the 5th finger,no,yes,no,no,no,no
HP:0006155,long phalanx of finger,HP:0009882,short distal phalanx of finger,yes,yes,yes,no,no,no
HP:0006155,long phalanx of finger,HP:0011910,shortening of all phalanges of fingers,yes,yes,no,yes,yes,yes
HP:0006155,long phalanx of finger,HP:0009597,short proximal phalanx of the 2nd finger,no,yes,no,yes,no,no
HP:0006155,long phalanx of finger,HP:0009577,short middle phalanx of the 2nd finger,yes,no,no,no,no,no
HP:0011740,glucocortocoid-insensitive primary hyperaldosteronism,HP:0004319,decreased circulating aldosterone concentration,yes,no,no,no,no,yes
HP:0011741,secondary hyperaldosteronism,HP:0004319,decreased circulating aldosterone concentration,yes,no,no,yes,yes,yes
HP:0011736,primary hyperaldosteronism,HP:0004319,decreased circulating aldosterone concentration,yes,no,no,yes,yes,yes
HP:0011739,dexamethasone-suppressible primary hyperaldosteronism,HP:0004319,decreased circulating aldosterone concentration,yes,no,no,no,yes,yes
HP:0040258,hypoplastic nasopharyngeal adenoids,HP:0040261,increased size of nasopharyngeal adenoids,yes,no,yes,yes,yes,yes
HP:0010254,small epiphyses of the distal phalanges of the hand,HP:0009527,enlarged epiphysis of the proximal phalanx of the 2nd finger,no,no,no,yes,no,no
HP:0009401,small epiphyses of the 4th finger,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,no,no,no,no,no,yes
HP:0010023,small epiphysis of the 1st metacarpal,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,no,no,no,yes,no,no
HP:0009390,small epiphyses of the 5th finger,HP:0009527,enlarged epiphysis of the proximal phalanx of the 2nd finger,no,no,no,yes,no,no
HP:0009390,small epiphyses of the 5th finger,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,no,no,no,no,no,yes
HP:0009418,small epiphyses of the 3rd finger,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,no,no,no,yes,no,yes
HP:0009496,small epiphyses of the 2nd finger,HP:0010271,enlarged epiphyses of the proximal phalanges of the hand,no,no,no,no,no,yes
HP:0009694,small thumb epiphysis,HP:0010018,enlarged epiphysis of the 1st metacarpal,no,no,no,yes,yes,yes
HP:0006110,shortening of all middle phalanges of the fingers,HP:0012298,long middle phalanx of finger,yes,no,no,yes,yes,yes
HP:0004220,short middle phalanx of the 5th finger,HP:0012298,long middle phalanx of finger,yes,no,yes,no,no,no
HP:0009439,short middle phalanx of the 3rd finger,HP:0012298,long middle phalanx of finger,yes,no,yes,yes,yes,yes
HP:0009577,short middle phalanx of the 2nd finger,HP:0012298,long middle phalanx of finger,yes,no,yes,yes,yes,yes
HP:0009295,short middle phalanx of the 4th finger,HP:0012298,long middle phalanx of finger,yes,no,yes,yes,no,yes
HP:0000400,macrotia,HP:0011266,"microtia, first degree",yes,yes,yes,yes,no,yes
HP:0002265,large fleshy ears,HP:0008569,"microtia, second degree",yes,no,yes,yes,no,yes
HP:0002265,large fleshy ears,HP:0011267,"microtia, third degree",yes,no,yes,yes,yes,yes
HP:0002265,large fleshy ears,HP:0011266,"microtia, first degree",yes,no,no,yes,no,yes
HP:0000966,hypohidrosis,HP:0007410,palmoplantar hyperhidrosis,yes,yes,no,no,no,yes
HP:0000966,hypohidrosis,HP:0001069,episodic hyperhidrosis,yes,yes,no,yes,no,yes
HP:0000966,hypohidrosis,HP:0006089,palmar hyperhidrosis,yes,yes,no,no,no,yes
HP:0034012,palmoplantar hypohidrosis,HP:0000975,hyperhidrosis,yes,yes,no,yes,yes,yes
HP:0034012,palmoplantar hypohidrosis,HP:0001069,episodic hyperhidrosis,yes,no,no,no,yes,yes
HP:0034012,palmoplantar hypohidrosis,HP:0006089,palmar hyperhidrosis,yes,yes,yes,yes,no,yes
HP:0007480,decreased sweating due to autonomic dysfunction,HP:0000975,hyperhidrosis,yes,no,yes,yes,yes,yes
HP:0007480,decreased sweating due to autonomic dysfunction,HP:0007410,palmoplantar hyperhidrosis,yes,no,no,no,no,yes
HP:0007480,decreased sweating due to autonomic dysfunction,HP:0001069,episodic hyperhidrosis,yes,no,no,yes,yes,yes
HP:0007480,decreased sweating due to autonomic dysfunction,HP:0006089,palmar hyperhidrosis,yes,no,no,no,no,yes
HP:0033733,low-grade vesicoureteral reflux,HP:0033740,grade v vesicoureteral reflux,no,no,no,yes,yes,yes
HP:0033733,low-grade vesicoureteral reflux,HP:0033741,grade iv vesicoureteral reflux,no,yes,no,yes,yes,yes
HP:0033736,grade ii vesicoureteral reflux,HP:0033740,grade v vesicoureteral reflux,no,yes,no,yes,yes,no
HP:0033736,grade ii vesicoureteral reflux,HP:0033734,high-grade vesicoureteral reflux,no,no,no,yes,no,no
HP:0033736,grade ii vesicoureteral reflux,HP:0033741,grade iv vesicoureteral reflux,no,no,no,no,yes,no
HP:0033735,grade i vesicoureteral reflux,HP:0033740,grade v vesicoureteral reflux,no,no,no,yes,yes,yes
HP:0033735,grade i vesicoureteral reflux,HP:0033734,high-grade vesicoureteral reflux,no,no,no,yes,yes,yes
HP:0033735,grade i vesicoureteral reflux,HP:0033742,intrarenal reflux,no,no,no,no,no,yes
HP:0033735,grade i vesicoureteral reflux,HP:0033741,grade iv vesicoureteral reflux,no,yes,no,no,yes,no
HP:0033735,grade i vesicoureteral reflux,HP:0033737,grade iii vesicoureteral reflux,no,no,no,no,yes,no
HP:0010231,enlarged epiphyses of the phalanges of the hand,HP:0009269,small epiphysis of the proximal phalanx of the 4th finger,no,no,no,yes,no,yes
HP:0010231,enlarged epiphyses of the phalanges of the hand,HP:0009532,small epiphysis of the proximal phalanx of the 2nd finger,no,no,no,yes,no,yes
HP:0010231,enlarged epiphyses of the phalanges of the hand,HP:0009683,small epiphysis of the distal phalanx of the thumb,no,no,no,yes,no,yes
