id1,id2,logical,text,inherit,term1,term2,inverse_verified_by_llm
HP:0003898,HP:0100210,t,t,t,large humeral epiphyses,small epiphysis of the distal phalanx of the 5th toe,no
HP:0003898,HP:0009510,t,t,t,large humeral epiphyses,small epiphysis of the distal phalanx of the 2nd finger,no
HP:0003898,HP:0009148,t,t,t,large humeral epiphyses,small epiphysis of the distal phalanx of the 5th finger,no
HP:0003898,HP:0009683,t,t,t,large humeral epiphyses,small epiphysis of the distal phalanx of the thumb,no
HP:0003898,HP:0009329,t,t,t,large humeral epiphyses,small epiphysis of the middle phalanx of the 3rd finger,no
HP:0003898,HP:0100119,t,t,t,large humeral epiphyses,small epiphysis of the middle phalanx of the 2nd toe,no
HP:0003898,HP:0004010,t,t,t,large humeral epiphyses,small radial epiphyses,no
HP:0003898,HP:0100108,t,t,t,large humeral epiphyses,small epiphysis of the distal phalanx of the 2nd toe,no
HP:0003898,HP:0009390,t,t,t,large humeral epiphyses,small epiphyses of the 5th finger,no
HP:0100160,HP:0012284,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small proximal tibial epiphyses,no
HP:0100160,HP:0010146,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the hallux,no
HP:0100160,HP:0100177,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 4th toe,no
HP:0100160,HP:0010265,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the middle phalanges of the hand,no
HP:0100160,HP:0009418,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 3rd finger,no
HP:0100160,HP:0009343,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 3rd finger,no
HP:0100160,HP:0100074,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 4th toe,no
HP:0100160,HP:0009694,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small thumb epiphysis,no
HP:0100160,HP:0010135,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the hallux,no
HP:0100160,HP:0010170,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the toes,no
HP:0100160,HP:0009211,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 5th finger,no
HP:0100160,HP:0100052,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 2nd toe,no
HP:0100160,HP:0009521,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 2nd finger,no
HP:0100160,HP:0009222,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 4th finger,no
HP:0100160,HP:0003844,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the upper limbs,no
HP:0100160,HP:0010023,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the 1st metacarpal,no
HP:0100160,HP:0003900,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small humeral epiphyses,no
HP:0100160,HP:0100221,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 5th toe,no
HP:0100160,HP:0009401,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 4th finger,no
HP:0100160,HP:0009194,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the metacarpals,no
HP:0100160,HP:0009496,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 2nd finger,no
HP:0100160,HP:0010254,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the distal phalanges of the hand,no
HP:0100160,HP:0010121,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the hallux,no
HP:0100160,HP:0009532,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 2nd finger,no
HP:0100160,HP:0100188,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 4th toe,no
HP:0100160,HP:0010276,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the proximal phalanges of the hand,no
HP:0100160,HP:0100232,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 5th toe,no
HP:0100160,HP:0010585,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses,no
HP:0100160,HP:0009354,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 3rd finger,no
HP:0100160,HP:0009258,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 4th finger,no
HP:0100160,HP:0100130,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 2nd toe,no
HP:0100160,HP:0009672,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the thumb,no
HP:0100160,HP:0009159,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 5th finger,no
HP:0100160,HP:0009269,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 4th finger,no
HP:0100160,HP:0100085,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 5th toe,no
HP:0100160,HP:0010236,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the phalanges of the hand,no
HP:0100160,HP:0100199,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the proximal phalanx of the 4th toe,no
HP:0100160,HP:0100210,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 5th toe,no
HP:0100160,HP:0009510,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 2nd finger,no
HP:0100160,HP:0009148,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 5th finger,no
HP:0100160,HP:0009683,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the thumb,no
HP:0100160,HP:0009329,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 3rd finger,no
HP:0100160,HP:0100119,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the middle phalanx of the 2nd toe,no
HP:0100160,HP:0004010,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small radial epiphyses,no
HP:0100160,HP:0100108,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphysis of the distal phalanx of the 2nd toe,no
HP:0100160,HP:0009390,t,t,t,enlarged epiphysis of the proximal phalanx of the 3rd toe,small epiphyses of the 5th finger,no
HP:0010231,HP:0100063,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 3rd toe,no
HP:0010231,HP:0012284,t,t,t,enlarged epiphyses of the phalanges of the hand,small proximal tibial epiphyses,no
HP:0010231,HP:0010146,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the hallux,no
HP:0010231,HP:0100177,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 4th toe,no
HP:0010231,HP:0009418,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 3rd finger,no
HP:0010231,HP:0009343,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 3rd finger,no
HP:0010231,HP:0100074,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 4th toe,no
HP:0010231,HP:0009694,t,t,t,enlarged epiphyses of the phalanges of the hand,small thumb epiphysis,no
HP:0010231,HP:0010135,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the hallux,no
HP:0010231,HP:0010170,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the toes,no
HP:0010231,HP:0100154,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 3rd toe,no
HP:0010231,HP:0009211,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 5th finger,no
HP:0010231,HP:0100052,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 2nd toe,no
HP:0010231,HP:0009222,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 4th finger,no
HP:0010231,HP:0003844,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the upper limbs,no
HP:0010231,HP:0010023,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the 1st metacarpal,no
HP:0010231,HP:0003900,t,t,t,enlarged epiphyses of the phalanges of the hand,small humeral epiphyses,no
HP:0010231,HP:0100165,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 3rd toe,no
HP:0010231,HP:0100221,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 5th toe,no
HP:0010231,HP:0009401,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 4th finger,no
HP:0010231,HP:0009194,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the metacarpals,no
HP:0010231,HP:0009496,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 2nd finger,no
HP:0010231,HP:0010121,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the hallux,no
HP:0010231,HP:0009532,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 2nd finger,no
HP:0010231,HP:0100188,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 4th toe,no
HP:0010231,HP:0100232,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 5th toe,no
HP:0010231,HP:0100143,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 3rd toe,no
HP:0010231,HP:0010585,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses,yes
HP:0010231,HP:0009354,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 3rd finger,no
HP:0010231,HP:0009258,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 4th finger,no
HP:0010231,HP:0100130,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 2nd toe,no
HP:0010231,HP:0009672,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the thumb,no
HP:0010231,HP:0009159,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 5th finger,no
HP:0010231,HP:0009269,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 4th finger,no
HP:0010231,HP:0100085,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 5th toe,no
HP:0010231,HP:0100199,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the proximal phalanx of the 4th toe,no
HP:0010231,HP:0100210,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 5th toe,no
HP:0010231,HP:0009510,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 2nd finger,no
HP:0010231,HP:0009148,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 5th finger,no
HP:0010231,HP:0009683,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the thumb,no
HP:0010231,HP:0009329,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 3rd finger,no
HP:0010231,HP:0100119,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the middle phalanx of the 2nd toe,no
HP:0010231,HP:0004010,t,t,t,enlarged epiphyses of the phalanges of the hand,small radial epiphyses,no
HP:0010231,HP:0100108,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphysis of the distal phalanx of the 2nd toe,no
HP:0010231,HP:0009390,t,t,t,enlarged epiphyses of the phalanges of the hand,small epiphyses of the 5th finger,no
HP:0010130,HP:0100063,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 3rd toe,no
HP:0010130,HP:0012284,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small proximal tibial epiphyses,no
HP:0010130,HP:0010146,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the distal phalanx of the hallux,no
HP:0010130,HP:0100177,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the distal phalanx of the 4th toe,no
HP:0010130,HP:0010265,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the middle phalanges of the hand,no
HP:0010130,HP:0009418,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 3rd finger,no
HP:0010130,HP:0009343,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the distal phalanx of the 3rd finger,no
HP:0010130,HP:0100074,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 4th toe,no
HP:0010130,HP:0009694,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small thumb epiphysis,no
HP:0010130,HP:0010170,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the toes,no
HP:0010130,HP:0100154,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 3rd toe,no
HP:0010130,HP:0009211,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 5th finger,no
HP:0010130,HP:0100052,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 2nd toe,no
HP:0010130,HP:0009521,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 2nd finger,no
HP:0010130,HP:0009222,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 4th finger,no
HP:0010130,HP:0003844,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the upper limbs,no
HP:0010130,HP:0010023,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the 1st metacarpal,no
HP:0010130,HP:0003900,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small humeral epiphyses,no
HP:0010130,HP:0100165,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 3rd toe,no
HP:0010130,HP:0100221,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 5th toe,no
HP:0010130,HP:0009401,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 4th finger,no
HP:0010130,HP:0009194,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the metacarpals,no
HP:0010130,HP:0009496,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 2nd finger,no
HP:0010130,HP:0010254,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the distal phalanges of the hand,no
HP:0010130,HP:0010121,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the hallux,no
HP:0010130,HP:0009532,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 2nd finger,no
HP:0010130,HP:0100188,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the middle phalanx of the 4th toe,no
HP:0010130,HP:0010276,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the proximal phalanges of the hand,no
HP:0010130,HP:0100232,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 5th toe,no
HP:0010130,HP:0100143,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the distal phalanx of the 3rd toe,no
HP:0010130,HP:0010585,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses,no
HP:0010130,HP:0009354,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 3rd finger,no
HP:0010130,HP:0009258,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the distal phalanx of the 4th finger,no
HP:0010130,HP:0100130,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 2nd toe,no
HP:0010130,HP:0009672,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the thumb,no
HP:0010130,HP:0009159,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 5th finger,no
HP:0010130,HP:0009269,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphysis of the proximal phalanx of the 4th finger,no
HP:0010130,HP:0100085,t,t,t,enlarged epiphysis of the proximal phalanx of the hallux,small epiphyses of the 5th toe,no
