hpo_id1,hpo_term1,hpo_id2,hpo_term2,strict,inverse_verified_by_llm
HP:0009390,Small epiphyses of the 5th finger,HP:0009413,Enlarged epiphyses of the 3rd finger,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009390,Small epiphyses of the 5th finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009401,Small epiphyses of the 4th finger,t,yes
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009418,Small epiphyses of the 3rd finger,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009496,Small epiphyses of the 2nd finger,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009396,Enlarged epiphyses of the 4th finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009413,Enlarged epiphyses of the 3rd finger,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009401,Small epiphyses of the 4th finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009418,Small epiphyses of the 3rd finger,t,yes
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009496,Small epiphyses of the 2nd finger,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009413,Enlarged epiphyses of the 3rd finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009491,Enlarged epiphyses of the 2nd finger,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009418,Small epiphyses of the 3rd finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009496,Small epiphyses of the 2nd finger,t,yes
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,yes
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009491,Enlarged epiphyses of the 2nd finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,yes
HP:0009496,Small epiphyses of the 2nd finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009496,Small epiphyses of the 2nd finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,t,yes
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009505,Enlarged epiphysis of the distal phalanx of the 2nd finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009510,Small epiphysis of the distal phalanx of the 2nd finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,t,yes
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009516,Enlarged epiphysis of the middle phalanx of the 2nd finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,yes
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009521,Small epiphysis of the middle phalanx of the 2nd finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,t,yes
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0009672,Small epiphysis of the proximal phalanx of the thumb,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0009683,Small epiphysis of the distal phalanx of the thumb,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0009694,Small thumb epiphysis,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0010236,Small epiphyses of the phalanges of the hand,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0010254,Small epiphyses of the distal phalanges of the hand,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0010265,Small epiphyses of the middle phalanges of the hand,t,no
HP:0009527,Enlarged epiphysis of the proximal phalanx of the 2nd finger,HP:0010276,Small epiphyses of the proximal phalanges of the hand,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0009667,Enlarged epiphysis of the proximal phalanx of the thumb,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0009678,Enlarged epiphysis of the distal phalanx of the thumb,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0009689,Enlarged thumb epiphysis,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0010231,Enlarged epiphyses of the phalanges of the hand,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0010249,Enlarged epiphyses of the distal phalanges of the hand,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0010260,Enlarged epiphyses of the middle phalanges of the hand,t,no
HP:0009532,Small epiphysis of the proximal phalanx of the 2nd finger,HP:0010271,Enlarged epiphyses of the proximal phalanges of the hand,t,no
